6404;"ДВ Бумага";ООО;7725625323;ДВ Бумага;Котельники д.37/3;;;;0;;;;
335;"Два ангелочка";ООО;7728203048;Два ангелочка;г.Москва ул.Ленинградский проспект, 80, корп."Д";;;;;;;;
6448;"ДВА Групп";ООО;7811659478;;193079, г. Санкт-Петербург, ул. Октябрьская наб., д. 104, корп. 23А, офис 218;+7-812-906-28-06;firma2group@gmail.com;;0;Водопьянова Оксана;Продажи Конечник;,shirobokov.v2group@gmail.com, firma2group@gmail.com;+7-812-906-28-06, 8-921-429-06-49
3890;"ДВИЖЕНИЕ";ООО;2902055259;ДВИЖЕНИЕ;164500 г. Северодвинск, ул Никольская, д. 7 корп 2;8 (8184) 56 22 26, 8 (911) 573 00 00;;;0;;;;8 (8184) 56 22 26, 8 (911) 573 00 00, k.petrunev@avtovo-motors.ru
4948;"ДвиТор";ООО;7718853400;;107113, г. Москва, Сокольническая площадь, д. 4а;(495)943-43-65;info@dvitor.ru;;0;;Продажи рекламщик;alya@dvitor.ru, info@dvitor.ru;(495)943-43-65, 8-495-943-43-65
3403;"ДВС-Сувенир";ООО;7720639001;ДВС-Сувенир;Москва ул.Красный Казанец, д.6 стр 3;;;;0;Румянцева А.В.;;;
3548;"ДДА";ООО;5001071701;ДДА;143956 М.О. г Балашиха, мкр-н Никольско-Архангельский, ул 5-я линия д. 2 "Б";(495) 6623861, 7833728;о.kalinina@ddacom.ru;;0;Кошлакова Виктория;Продажи рекламщик;e.satysheva@ddacom.ru, о.kalinina@ddacom.ru;(495) 6623861, 7833728, 8-495-721-80-63
1146;"Де Люкс Принт";ООО;7709409847;Де Люкс Принт;г.Москва ул.Земляной Вал, 50/27 стр16;925-77-93;dlprint@mail.ru;;;Двойрис М.Ю.;;dlprint@mail.ru;925-77-93, 89261746484
5012;"Дебби";ООО;7716162213;;129344, г. Москва, ул. Коминтерна, д. 8, стр. 1, комн. 1;(495)926-30-90;;;0;;Продажи рекламщик;;(495)926-30-90
5244;"Девайс";ООО;2907015404;;165150, Архангельская обл., Вельский район, д. Хорошевская, 52 А;8-981-561-38-35;;;0;;Продажи Конечник;;8-981-561-38-35
4042;"Девятое февраля";ООО;7709833767;Девятое февраля;105120, г. Москва, Мельницкий пер. д. 10, стр.1.;8 499 150 98 72;;;0;Двойрис М.Ю.;;;8 499 150 98 72, 89263282356, dialogreklama1@gmail.ru
2645;"ДекАрт";ООО;7715749785;ДекАрт;Москва ул.Яблочкова, д.21 стр. 3;;;;0;Румянцева А.В.;;;
5190;"Деколинг";ООО;7718911796;;107143, г. Москва, ул. Тагильская, д. 6;(495)988-44-79;ol326@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;ol326@mail.ru;(495)988-44-79, (903)723-44-16, 8-499-347-10-14, 89055337337
163;"Декор";ООО;7702566135;Эпл Групп;г.Москва ул.Рождественская, 12;;;;;;;;
2085;"ДЕКОР";ООО;7707635343;ДЕКОР;Москва ул.Сущевская, д.21-23, стр. 1АБВ;;;;;Двойрис М.Ю.;;;
2647;"ДЕКОР-ПЛАСТИКА";ЗАО;7704154970;ДЕКОР-ПЛАСТИКА;Москва ул.Знаменка, д.9/12;;;;0;Двойрис М.Ю.;;;
3964;"Декорация";ООО;7702728587;Декорация;129090, г Москва, ул. Гиляровского. д. 33 1 эт;8 495 722 83 02, 8 919 106 01 28;;;0;Двойрис М.Ю.;;;8 495 722 83 02, 8 919 106 01 28, tokaeva-jane@yandex.ru
865;"ДекорСтайл";ООО;7723511909;Сувенир-медиа;г.Москва ул. Люблинская, 50 стр1;;;;;;;;
3958;"Декосполиграф";ООО;;;;;;;0;;;;
461;"Делайт Принт";ООО;7719283199;Делайт-принт;г.Москва ул.Краснобогатырская, 2, корп.2;;;;;;;;
4520;"Делком";;;;;;;;0;;;;
6122;"Деловые линии";ООО;7826156685;;196210, г. Санкт-Петербург, ул. Стартовая, д. 8, литер А, офис 132;(812)448-88-88;pismo@dellin.ru;;0;Кошлакова Виктория;Продажи Конечник;Elena.Cherenkovskaya@dellin.ru, pismo@dellin.ru;(812)448-88-88, +7 911 105-7612
4322;"Деловые Линии";ООО;;;;8-800-100-8000;;;0;;;Elena.Cherenkovskaya@dellin.ru;8-800-100-8000
5959;"Деловые Линии" г. Йошкар-Ола;;;;;;;;0;;;;
5722;"Деловые Линии" г. Новосибирск;;;;;;;;0;;;;
5759;"Деловые Линии" г. Омск;;;;;;;;0;;;;
4991;"Деловые Линии" Спб до адреса заказчика;;;;;;;;0;;;;
5000;"Деловые Линии" в г. Курск;;;;;;;;0;;;;
5005;"Деловые Линии" в г.Волгодонск;;;;;;;;0;;;;
5512;"Деловые Линии" г .Санкт-Петербург;;;;;;;;0;;;;
5692;"Деловые Линии" г. Симферополь;;;;;;;;0;;;;
5259;"Деловые Линии" г. Анапа;;;;;;;;0;;;;
5615;"Деловые Линии" г. Анапа до терминала ул. Солдатских матерей 8А;;;;;;;;0;;;;
6594;"Деловые Линии" г. Архангельск;;;;;;;;0;;;;
5513;"Деловые Линии" г. Астрахань;;;;;;;;0;;;;
6158;"Деловые Линии" г. Белгород;;;;;;;;0;;;;
5666;"Деловые Линии" г. Владивосток;;;;;;;;0;;;;
5833;"Деловые Линии" г. Владимир;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5339;"Деловые Линии" г. Вологда;;;;;;;;0;;;;
5724;"Деловые Линии" г. Вологда;;;;;;;;0;;;;
5071;"Деловые Линии" г. Воронеж;;;;;;;;0;;;;
5531;"Деловые Линии" г. Дзержинск Нижегородская обл.;;;;;;;;0;;;;
5734;"Деловые Линии" г. Дзержинск Нижегородская обл.;;;;;;;;0;;;;
5448;"Деловые Линии" г. Дзержинск, Нижегородская обл. м. 8-905-665-97-65;;;;;;;;0;;;;
5591;"Деловые Линии" г. Дзержинск, Нижегородская область;;;;;;;;0;;;;
6258;"Деловые Линии" г. Дмитров, до терминала 2-ой Западный проезд, 1, стр.2;;;;;;;;0;;;;
5532;"Деловые Линии" г. Екатеринбург;;;;;;;;0;;;;
5727;"Деловые Линии" г. Екатеринбург;;;;;;;;0;;;;
5161;"Деловые Линии" г. Иваново;;;;;;;;0;;;;
6060;"Деловые Линии" г. Иваново;;;;;;;;0;;;;
6937;"Деловые Линии" г. Иркутск;;;;;;;;0;;;;
5291;"Деловые Линии" г. Йошкар-Ола;;;;;;;;0;;;;
5099;"Деловые Линии" г. Казань;;;;;;;;0;;;;
5824;"Деловые Линии" г. Казань;;;;;;;;0;;;;
5878;"Деловые Линии" г. Калуга;;;;;;;;0;;;;
6259;"Деловые Линии" г. Киров;;;;;;;;0;;;;
6026;"Деловые Линии" г. Коломна;;;;;;;;0;;;;
5222;"Деловые Линии" г. Кострома;;;;;;;;0;;;;
5883;"Деловые Линии" г. Кострома;;;;;;;;0;;;;
5758;"Деловые Линии" г. Краcноярск;;;;;;;;0;;;;
4916;"Деловые Линии" г. Краснодар;;;;;;;;0;;;;
5832;"Деловые Линии" г. Краснодар;;;;;;;;0;;;;
5006;"Деловые Линии" г. Красноярск;;;;;;;;0;;;;
5335;"Деловые Линии" г. Красноярск;;;;;;;;0;;;;
5054;"Деловые Линии" г. Курск;;;;;;;;0;;;;
6099;"Деловые Линии" г. Липецк;;;;;;;;0;;;;
6407;"Деловые Линии" г. Лобня, до адреса ул. Индустриальная. д.9;;;;;;;;0;;;;
5900;"Деловые Линии" г. Магнитогорск;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5898;"Деловые Линии" г. Майкоп;;;;;;;;0;;;;
5281;"Деловые Линии" г. Н. Новгород;;;;;;;;0;;;;
5055;"Деловые Линии" г. Н.Новгород;;;;;;;;0;;;;
5097;"Деловые Линии" г. Нижний Новгород;;;;;;;;0;;;;
5885;"Деловые Линии" г. Нижний Новгород;;;;;;;;0;;;;
5841;"Деловые Линии" г. Нижний Тагил Свердловская область;;;;;;;;0;;;;
5687;"Деловые Линии" г. Новоросийск;;;;;;;;0;;;;
5072;"Деловые Линии" г. Новосибирск;;;;;;;;0;;;;
5908;"Деловые Линии" г. Обнинск;;;;;;;;0;;;;
5806;"Деловые Линии" г. Оренбург;;;;;;;;0;;;;
6698;"Деловые Линии" г. Орск;;;;;;;;0;;;;
5887;"Деловые Линии" г. Пермь;;;;;;;;0;;;;
5843;"Деловые Линии" г. Петрозаводск;;;;;;;;0;;;;
5966;"Деловые Линии" г. Псков;;;;;;;;0;;;;
5467;"Деловые Линии" г. Пятигорск;;;;;;;;0;;;;
5800;"Деловые Линии" г. Пятигорск;;;;;;;;0;;;;
5652;"Деловые Линии" г. Роснов на Дону;;;;;;;;0;;;;
5178;"Деловые Линии" г. Ростов на Дону;;;;;;;;0;;;;
5091;"Деловые Линии" г. Ростов-на-Дону;;;;;;;;0;;;;
5927;"Деловые Линии" г. Ростов-на-Дону;;;;;;;;0;;;;
5901;"Деловые Линии" г. Ростов-на-Дону терминал ул. Портовая;;;;;;;;0;;;;
5442;"Деловые Линии" г. Ростов-на-Дону, ул. Портовая;;;;;;;;0;;;;
5930;"Деловые Линии" г. Ростов-на-Дону,отд. на ул. малиновского;;;;;;;;0;;;;
6424;"Деловые Линии" г. Самара;;;;;;;;0;;;;
5194;"Деловые Линии" г. Санкт-Петербург;;;;;;;;0;;;;
5821;"Деловые Линии" г. Санкт-Петербург;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5453;"Деловые Линии" г. Санкт-Петербург ул. Воздухоплавательная;;;;;;;;0;;;;
5452;"Деловые Линии" г. Санкт-Петербург, ул. Воздухоплавательная;;;;;;;;0;;;;
5982;"Деловые Линии" г. Саратов;;;;;;;;0;;;;
5924;"Деловые Линии" г. Севастополь;;;;;;;;0;;;;
5347;"Деловые Линии" г. Севастополь;;;;;;;;0;;;;
5047;"Деловые Линии" г. Симферополь;;;;;;;;0;;;;
5717;"Деловые Линии" г. Симферополь;;;;;;;;0;;;;
5098;"Деловые Линии" г. Смоленск;;;;;;;;0;;;;
5934;"Деловые Линии" г. Смоленск;;;;;;;;0;;;;
5184;"Деловые Линии" г. Сочи;;;;;;;;0;;;;
6308;"Деловые Линии" г. Сочи;;;;;;;;0;;;;
6798;"Деловые Линии" г. Ставрополь;;;;;;;;0;;;;
5911;"Деловые Линии" г. Сургут;;;;;;;;0;;;;
5654;"Деловые Линии" г. Сыктывкар;;;;;;;;0;;;;
6105;"Деловые Линии" г. Сыктывкар;;;;;;;;0;;;;
5713;"Деловые Линии" г. Таганрог;;;;;;;;0;;;;
5569;"Деловые Линии" г. Тверь;;;;;;;;0;;;;
5834;"Деловые Линии" г. Тверь;;;;;;;;0;;;;
5795;"Деловые Линии" г. Тольятти;;;;;;;;0;;;;
5798;"Деловые Линии" г. Тольятти;;;;;;;;0;;;;
6284;"Деловые Линии" г. Тула;;;;;;;;0;;;;
6492;"Деловые Линии" г. Тула до адреса заказчика;;;;;;;;0;;;;
5257;"Деловые Линии" г. Тюмень;;;;;;;;0;;;;
5839;"Деловые Линии" г. Тюмень;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
6264;"Деловые Линии" г. Улан-Удэ;;;;;;;;0;;;;
5933;"Деловые Линии" г. Ульяновск;;;;;;;;0;;;;
5711;"Деловые Линии" г. Чебоксары;;;;;;;;0;;;;
5723;"Деловые Линии" г. Чебоксары;;;;;;;;0;;;;
6062;"Деловые Линии" г. Челябинск;;;;;;;;0;;;;
6586;"Деловые Линии" г. Череповец тел. 8-8202-57-74-74;;;;;;;;0;;;;
5693;"Деловые Линии" г. Ярославль;;;;;;;;0;;;;
5519;"Деловые Линии" г.Анапа;;;;;;;;0;;;;
5850;"Деловые Линии" г.Воронеж;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5560;"Деловые Линии" г.Дзержинск, Нижегородская область;;;;;;;;0;;;;
5057;"Деловые Линии" г.Серпухов;;;;;;;;0;;;;
5998;"Деловые Линии" г.Ярославль;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5043;"Деловые Линии" до г. Анапа;;;;;;;;0;;;;
5027;"Деловые Линии" до г. Казань;;;;;;;;0;;;;
5009;"Деловые Линии" до г. Санкт-Перербург;;;;;;;;0;;;;
5030;"Деловые Линии" до г. Санкт-Петербург;;;;;;;;0;;;;
5697;"Деловые Линии" до терминала на ул. СУХАРНАЯ;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5614;"Деловые Линии" до терминала ул. Солдатских матерей 8А;;;;;;;;0;;;;
5328;"Деловые Линии" Иркутская обл. г. Братск;;;;;;;;0;;;;
5375;"Деловые Линии" Республика Коми г. Сыктывкар;;;;;;;;0;;;;
5749;"Деловые Линии", Тамбов;ООО;;;;8-800-100-8000;;;0;;;;8-800-100-8000
5760;"Деловые Линии"- Спб до терминала Парнас;;;;;;;;0;;;;
4996;"Деловые Линии"- Спб до терминала Парнас;;;;;;;;0;;;;
545;"Деловые подарки";ООО;1657057728;Деловые подарки;Казань Четаева, 36-42;(843)240 - 00 - 59;;;;Двойрис М.Ю.;;;(843)240 - 00 - 59
2938;"Деловые Подарки";ООО;7718794120;Деловые Подарки;Москва ул.Малая Семеновская, д.3А, стр. 1;(495) 6450771;6450771@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;6450771@mail.ru;(495) 6450771, 8-916-807-28-41
2826;"Деловые технологии";ООО;7701766533;Деловые технологии;Москва ул.Вилиса Лациса, д.27, корп.1;;;;0;Румянцева А.В.;;;
5170;"Делоникс";ООО;7743935832;;125445, г. Москва, ул. Смольная, д. 24а, этаж 12, комнаты 41, 42;(495)455-55-48;;;0;;Продажи рекламщик;lv@lifeprint.su, ym@lifeprint.su;(495)455-55-48, +7 (965) 175-16-58, 8-499-322-02-88
